Code géographique 1991;Nom de la municipalité;Population estimée;Latitude;Longitude
51080;Charette;973;"46° 26' 41"" N";"72° 55' 15"" O"
51085;Saint-Boniface;4 935;"46° 30' 13"" N";"72° 49' 50"" O"
51090;Saint-Étienne-des-Grès;4 594;"46° 26' 25"" N";"72° 46' 22"" O"
52007;Lavaltrie;13 920;"45° 53' 04"" N";"73° 16' 37"" O"
52017;Lanoraie;5 003;"45° 57' 42"" N";"73° 13' 18"" O"
52030;Sainte-Élisabeth;1 473;"46° 05' 42"" N";"73° 20' 58"" O"
52035;Berthierville;4 300;"46° 05' 02"" N";"73° 10' 34"" O"
52040;Sainte-Geneviève-de-Berthier;2 321;"46° 05' 26"" N";"73° 12' 18"" O"
52045;Saint-Ignace-de-Loyola;2 043;"46° 03' 58"" N";"73° 07' 50"" O"
52050;La Visitation-de-l'Île-Dupas;626;"46° 05' 10"" N";"73° 08' 33"" O"
52055;Saint-Barthélemy;1 988;"46° 11' 29"" N";"73° 07' 08"" O"
52062;Saint-Cuthbert;1 871;"46° 08' 54"" N";"73° 13' 10"" O"
52070;Saint-Norbert;1 070;"46° 10' 04"" N";"73° 18' 44"" O"
52075;Saint-Cléophas-de-Brandon;225;"46° 13' 41"" N";"73° 24' 24"" O"
52080;Saint-Gabriel;2 656;"46° 17' 36"" N";"73° 22' 57"" O"
52085;Saint-Gabriel-de-Brandon;2 636;"46° 17' 02"" N";"73° 21' 54"" O"
52090;Saint-Didace;674;"46° 19' 45"" N";"73° 16' 59"" O"
52095;Mandeville;2 214;"46° 21' 27"" N";"73° 21' 16"" O"
53005;Saint-David;847;"45° 57' 27"" N";"72° 51' 10"" O"
53010;Massueville;534;"45° 54' 39"" N";"72° 55' 41"" O"
53015;Saint-Aimé;466;"45° 54' 48"" N";"72° 57' 15"" O"
53020;Saint-Robert;1 766;"45° 58' 22"" N";"72° 59' 59"" O"
53025;Sainte-Victoire-de-Sorel;2 465;"45° 56' 55"" N";"73° 05' 16"" O"
53032;Saint-Ours;1 712;"45° 53' 19"" N";"73° 09' 04"" O"
53040;Saint-Roch-de-Richelieu;2 237;"45° 53' 31"" N";"73° 09' 51"" O"
53050;Saint-Joseph-de-Sorel;1 593;"46° 02' 33"" N";"73° 07' 33"" O"
53052;Sorel-Tracy;34 797;"46° 02' 37"" N";"73° 06' 48"" O"
53065;Sainte-Anne-de-Sorel;2 748;"46° 03' 45"" N";"73° 01' 19"" O"
53072;Yamaska;1 680;"46° 00' 30"" N";"72° 54' 01"" O"
53085;Saint-Gérard-Majella;232;"46° 00' 18"" N";"72° 50' 21"" O"
54008;Saint-Pie;5 748;"45° 30' 06"" N";"72° 54' 01"" O"
54017;Saint-Damase;2 529;"45° 31' 36"" N";"73° 00' 24"" O"
54025;Sainte-Madeleine;2 297;"45° 35' 39"" N";"73° 05' 33"" O"
54030;Sainte-Marie-Madeleine;2 954;"45° 35' 23"" N";"73° 07' 06"" O"
54035;La Présentation;2 440;"45° 39' 57"" N";"73° 03' 03"" O"
54048;Saint-Hyacinthe;56 307;"45° 37' 34"" N";"72° 56' 47"" O"
54060;Saint-Dominique;2 593;"45° 33' 52"" N";"72° 51' 06"" O"
54065;Saint-Valérien-de-Milton;1 817;"45° 33' 36"" N";"72° 42' 45"" O"
54072;Saint-Liboire;3 062;"45° 38' 56"" N";"72° 45' 31"" O"
54090;Saint-Simon;1 423;"45° 44' 07"" N";"72° 52' 26"" O"
54095;Sainte-Hélène-de-Bagot;1 669;"45° 43' 48"" N";"72° 44' 07"" O"
54100;Saint-Hugues;1 325;"45° 47' 39"" N";"72° 51' 31"" O"
54105;Saint-Barnabé-Sud;861;"45° 43' 49"" N";"72° 55' 24"" O"
54110;Saint-Jude;1 326;"45° 46' 16"" N";"72° 59' 33"" O"
54115;Saint-Bernard-de-Michaudville;600;"45° 49' 36"" N";"73° 03' 38"" O"
54120;Saint-Louis;726;"45° 51' 17"" N";"72° 58' 33"" O"
54125;Saint-Marcel-de-Richelieu;505;"45° 51' 39"" N";"72° 53' 53"" O"
55008;Ange-Gardien;2 806;"45° 21' 19"" N";"72° 56' 04"" O"
55015;Saint-Paul-d'Abbotsford;2 943;"45° 26' 12"" N";"72° 53' 05"" O"
55023;Saint-Césaire;5 912;"45° 24' 36"" N";"73° 00' 15"" O"
55030;Sainte-Angèle-de-Monnoir;1 793;"45° 23' 27"" N";"73° 06' 32"" O"
55037;Rougemont;2 812;"45° 26' 38"" N";"73° 04' 21"" O"
55048;Marieville;10 996;"45° 25' 53"" N";"73° 09' 49"" O"
55057;Richelieu;5 418;"45° 26' 36"" N";"73° 15' 12"" O"
55065;Saint-Mathias-sur-Richelieu;4 544;"45° 28' 32"" N";"73° 16' 05"" O"
56005;Venise-en-Québec;1 706;"45° 04' 59"" N";"73° 09' 08"" O"
56010;Saint-Georges-de-Clarenceville;1 146;"45° 03' 44"" N";"73° 12' 48"" O"
56015;Noyan;1 434;"45° 03' 53"" N";"73° 17' 53"" O"
56023;Lacolle;2 684;"45° 04' 51"" N";"73° 22' 24"" O"
56030;Saint-Valentin;445;"45° 07' 45"" N";"73° 19' 31"" O"
56035;Saint-Paul-de-l'Île-aux-Noix;2 084;"45° 07' 50"" N";"73° 16' 37"" O"
56042;Henryville;1 433;"45° 08' 13"" N";"73° 11' 34"" O"
56050;Saint-Sébastien;719;"45° 07' 38"" N";"73° 08' 52"" O"
56055;Saint-Alexandre;2 540;"45° 14' 24"" N";"73° 07' 02"" O"
56060;Sainte-Anne-de-Sabrevois;2 095;"45° 12' 19"" N";"73° 13' 41"" O"
56065;Saint-Blaise-sur-Richelieu;2 081;"45° 12' 35"" N";"73° 17' 18"" O"
56083;Saint-Jean-sur-Richelieu;96 605;"45° 18' 20"" N";"73° 15' 13"" O"
56097;Mont-Saint-Grégoire;3 179;"45° 20' 08"" N";"73° 09' 34"" O"
56105;Sainte-Brigide-d'Iberville;1 439;"45° 19' 20"" N";"73° 03' 48"" O"
57005;Chambly;30 694;"45° 26' 60"" N";"73° 17' 28"" O"
57010;Carignan;10 443;"45° 27' 57"" N";"73° 19' 46"" O"
57020;Saint-Basile-le-Grand;17 125;"45° 31' 34"" N";"73° 17' 15"" O"
57025;McMasterville;5 839;"45° 33' 04"" N";"73° 13' 49"" O"
57030;Otterburn Park;8 272;"45° 32' 28"" N";"73° 11' 18"" O"
57033;Saint-Jean-Baptiste;3 170;"45° 31' 12"" N";"73° 07' 27"" O"
57035;Mont-Saint-Hilaire;18 826;"45° 33' 53"" N";"73° 11' 29"" O"
57040;Beloeil;23 246;"45° 34' 00"" N";"73° 12' 07"" O"
57045;Saint-Mathieu-de-Beloeil;2 653;"45° 36' 08"" N";"73° 14' 53"" O"
57050;Saint-Marc-sur-Richelieu;2 221;"45° 40' 42"" N";"73° 11' 42"" O"
57057;Saint-Charles-sur-Richelieu;1 744;"45° 41' 01"" N";"73° 11' 15"" O"
57068;Saint-Denis-sur-Richelieu;2 325;"45° 47' 11"" N";"73° 09' 35"" O"
57075;Saint-Antoine-sur-Richelieu;1 711;"45° 47' 01"" N";"73° 10' 33"" O"
58007;Brossard;87 317;"45° 27' 19"" N";"73° 28' 02"" O"
58012;Saint-Lambert;22 214;"45° 30' 06"" N";"73° 30' 48"" O"
58033;Boucherville;42 041;"45° 36' 16"" N";"73° 27' 09"" O"
58037;Saint-Bruno-de-Montarville;26 492;"45° 31' 34"" N";"73° 20' 26"" O"
58227;Longueuil;243 778;"45° 30' 50"" N";"73° 25' 53"" O"
59010;Sainte-Julie;29 786;"45° 35' 16"" N";"73° 19' 34"" O"
59015;Saint-Amable;12 759;"45° 38' 37"" N";"73° 18' 20"" O"
59020;Varennes;21 454;"45° 40' 57"" N";"73° 26' 30"" O"
59025;Verchères;5 778;"45° 46' 34"" N";"73° 21' 28"" O"
59030;Calixa-Lavallée;514;"45° 44' 46"" N";"73° 16' 51"" O"
59035;Contrecoeur;8 725;"45° 51' 27"" N";"73° 14' 22"" O"
60005;Charlemagne;6 108;"45° 43' 16"" N";"73° 29' 14"" O"
60013;Repentigny;84 922;"45° 44' 31"" N";"73° 27' 05"" O"
60020;Saint-Sulpice;3 413;"45° 49' 35"" N";"73° 21' 22"" O"
60028;L'Assomption;23 143;"45° 49' 54"" N";"73° 25' 25"" O"
60037;L'Épiphanie;8 770;"45° 51' 02"" N";"73° 28' 56"" O"
61005;Saint-Paul;6 262;"45° 58' 55"" N";"73° 26' 49"" O"
61013;Crabtree;4 015;"45° 57' 48"" N";"73° 28' 24"" O"
61020;Saint-Pierre;295;"46° 00' 60"" N";"73° 28' 54"" O"
61025;Joliette;20 689;"46° 01' 26"" N";"73° 26' 34"" O"
61027;Saint-Thomas;3 390;"46° 01' 02"" N";"73° 20' 31"" O"
61030;Notre-Dame-des-Prairies;9 427;"46° 02' 37"" N";"73° 25' 49"" O"
61035;Saint-Charles-Borromée;14 173;"46° 02' 47"" N";"73° 27' 24"" O"
61040;Saint-Ambroise-de-Kildare;3 971;"46° 04' 32"" N";"73° 33' 24"" O"
61045;Notre-Dame-de-Lourdes;2 881;"46° 06' 00"" N";"73° 25' 34"" O"
61050;Sainte-Mélanie;3 098;"46° 08' 04"" N";"73° 30' 48"" O"
62007;Saint-Félix-de-Valois;6 568;"46° 09' 19"" N";"73° 25' 55"" O"
62015;Saint-Jean-de-Matha;4 479;"46° 13' 48"" N";"73° 32' 03"" O"
62020;Sainte-Béatrix;2 061;"46° 11' 38"" N";"73° 37' 15"" O"
62025;Saint-Alphonse-Rodriguez;3 241;"46° 11' 11"" N";"73° 41' 23"" O"
62030;Sainte-Marcelline-de-Kildare;1 621;"46° 07' 03"" N";"73° 35' 57"" O"
62037;Rawdon;11 366;"46° 02' 32"" N";"73° 42' 26"" O"
62047;Chertsey;4 764;"46° 04' 28"" N";"73° 53' 21"" O"
62053;Entrelacs;921;"46° 06' 34"" N";"74° 00' 11"" O"
62055;Notre-Dame-de-la-Merci;928;"46° 13' 30"" N";"74° 03' 34"" O"
62060;Saint-Donat;3 917;"46° 19' 04"" N";"74° 13' 15"" O"
62065;Saint-Côme;2 216;"46° 16' 05"" N";"73° 46' 25"" O"
62070;Sainte-Émélie-de-l'Énergie;1 617;"46° 19' 24"" N";"73° 38' 44"" O"
62075;Saint-Damien;2 131;"46° 20' 05"" N";"73° 28' 46"" O"
62080;Saint-Zénon;1 118;"46° 33' 38"" N";"73° 49' 02"" O"
62085;Saint-Michel-des-Saints;2 336;"46° 40' 34"" N";"73° 55' 03"" O"
62802;Manawan;2 112;"47° 13' 14"" N";"74° 23' 21"" O"
62902;Lac-Minaki;0;"46° 51' 11"" N";"73° 29' 34"" O"
62904;Lac-Devenyns;0;"47° 02' 40"" N";"73° 47' 03"" O"
62906;Baie-de-la-Bouteille;5;"46° 54' 00"" N";"73° 51' 60"" O"
62908;Lac-Matawin;10;"46° 53' 49"" N";"74° 16' 27"" O"
62910;Lac-Legendre;0;"46° 40' 24"" N";"74° 18' 48"" O"
62912;Saint-Guillaume-Nord;87;"46° 28' 37"" N";"73° 59' 23"" O"
62914;Lac-des-Dix-Milles;0;"46° 27' 06"" N";"74° 20' 09"" O"
62916;Lac-Santé;0;"46° 37' 36"" N";"74° 28' 46"" O"
62918;Baie-Obaoca;0;"47° 29' 46"" N";"74° 23' 25"" O"
62919;Lac-Cabasta;0;"47° 32' 04"" N";"74° 33' 29"" O"
62920;Baie-Atibenne;0;"47° 17' 01"" N";"74° 24' 14"" O"
62922;Lac-du-Taureau;0;"47° 14' 29"" N";"74° 38' 03"" O"
63005;Sainte-Marie-Salomé;1 204;"45° 55' 55"" N";"73° 29' 49"" O"
63013;Saint-Jacques;4 024;"45° 56' 43"" N";"73° 34' 22"" O"
63023;Saint-Alexis;1 355;"45° 56' 03"" N";"73° 36' 56"" O"
63030;Saint-Esprit;2 021;"45° 53' 54"" N";"73° 39' 56"" O"
63035;Saint-Roch-de-l'Achigan;5 283;"45° 51' 21"" N";"73° 35' 33"" O"
63040;Saint-Roch-Ouest;274;"45° 51' 28"" N";"73° 39' 16"" O"
63048;Saint-Lin--Laurentides;22 169;"45° 51' 05"" N";"73° 45' 21"" O"
63055;Saint-Calixte;6 244;"45° 57' 08"" N";"73° 50' 58"" O"
63060;Sainte-Julienne;10 367;"45° 57' 46"" N";"73° 42' 32"" O"
63065;Saint-Liguori;1 996;"46° 00' 26"" N";"73° 34' 06"" O"
64008;Terrebonne;115 622;"45° 41' 30"" N";"73° 38' 04"" O"
64015;Mascouche;48 313;"45° 44' 43"" N";"73° 36' 08"" O"
65005;Laval;432 858;"45° 33' 06"" N";"73° 44' 43"" O"
66007;Montréal-Est;3 980;"45° 37' 53"" N";"73° 29' 43"" O"
66023;Montréal;1 782 844;"45° 30' 32"" N";"73° 33' 15"" O"
66032;Westmount;20 972;"45° 29' 08"" N";"73° 35' 48"" O"
66047;Montréal-Ouest;5 287;"45° 27' 05"" N";"73° 38' 33"" O"
66058;Côte-Saint-Luc;34 122;"45° 28' 41"" N";"73° 39' 49"" O"
66062;Hampstead;7 246;"45° 28' 43"" N";"73° 38' 02"" O"
66072;Mont-Royal;21 489;"45° 30' 50"" N";"73° 38' 24"" O"
66087;Dorval;19 963;"45° 26' 21"" N";"73° 43' 50"" O"
66092;L'Île-Dorval;5;"45° 25' 56"" N";"73° 44' 30"" O"
66097;Pointe-Claire;32 679;"45° 26' 55"" N";"73° 48' 59"" O"
66102;Kirkland;20 433;"45° 26' 54"" N";"73° 51' 32"" O"
66107;Beaconsfield;19 902;"45° 25' 36"" N";"73° 51' 60"" O"
66112;Baie-D'Urfé;3 938;"45° 24' 30"" N";"73° 54' 56"" O"
66117;Sainte-Anne-de-Bellevue;5 175;"45° 24' 14"" N";"73° 57' 08"" O"
66127;Senneville;968;"45° 24' 49"" N";"73° 57' 35"" O"
66142;Dollard-Des Ormeaux;50 376;"45° 29' 01"" N";"73° 48' 36"" O"
67005;Saint-Mathieu;2 299;"45° 18' 46"" N";"73° 31' 07"" O"
67010;Saint-Philippe;6 877;"45° 21' 40"" N";"73° 28' 48"" O"
67015;La Prairie;25 530;"45° 25' 04"" N";"73° 29' 21"" O"
67020;Candiac;21 852;"45° 23' 41"" N";"73° 31' 11"" O"
67025;Delson;7 878;"45° 22' 33"" N";"73° 32' 30"" O"
67030;Sainte-Catherine;17 202;"45° 24' 19"" N";"73° 34' 18"" O"
67035;Saint-Constant;28 506;"45° 22' 17"" N";"73° 34' 18"" O"
67040;Saint-Isidore;2 642;"45° 18' 00"" N";"73° 40' 50"" O"
67045;Mercier;13 837;"45° 18' 43"" N";"73° 44' 43"" O"
67050;Châteauguay;49 167;"45° 21' 39"" N";"73° 45' 02"" O"
67055;Léry;2 334;"45° 20' 41"" N";"73° 48' 23"" O"
67802;Kahnawake;10 047;"45° 24' 39"" N";"73° 40' 53"" O"
68005;Saint-Bernard-de-Lacolle;1 591;"45° 05' 00"" N";"73° 24' 46"" O"
68010;Hemmingford;794;"45° 02' 46"" N";"73° 35' 18"" O"
68015;Hemmingford;2 001;"45° 03' 15"" N";"73° 35' 06"" O"
68020;Sainte-Clotilde;1 921;"45° 09' 28"" N";"73° 40' 51"" O"
68025;Saint-Patrice-de-Sherrington;2 099;"45° 09' 37"" N";"73° 31' 51"" O"
68030;Napierville;4 106;"45° 11' 19"" N";"73° 24' 12"" O"
68035;Saint-Cyprien-de-Napierville;2 044;"45° 11' 37"" N";"73° 25' 29"" O"
68040;Saint-Jacques-le-Mineur;1 865;"45° 16' 37"" N";"73° 25' 04"" O"
68045;Saint-Édouard;1 374;"45° 14' 25"" N";"73° 30' 42"" O"
68050;Saint-Michel;3 405;"45° 14' 12"" N";"73° 34' 11"" O"
68055;Saint-Rémi;8 661;"45° 15' 33"" N";"73° 36' 51"" O"
69005;Havelock;738;"45° 02' 41"" N";"73° 45' 30"" O"
69010;Franklin;1 679;"45° 01' 45"" N";"73° 55' 27"" O"
69017;Saint-Chrysostome;2 711;"45° 06' 21"" N";"73° 45' 22"" O"
69025;Howick;806;"45° 11' 11"" N";"73° 50' 58"" O"
69030;Très-Saint-Sacrement;1 210;"45° 10' 58"" N";"73° 50' 38"" O"
69037;Ormstown;3 647;"45° 07' 16"" N";"73° 59' 27"" O"
69045;Hinchinbrooke;2 147;"45° 01' 36"" N";"74° 05' 40"" O"
69050;Elgin;402;"45° 01' 17"" N";"74° 15' 50"" O"
69055;Huntingdon;2 474;"45° 05' 14"" N";"74° 10' 31"" O"
69060;Godmanchester;1 407;"45° 05' 28"" N";"74° 11' 26"" O"
69065;Sainte-Barbe;1 353;"45° 09' 44"" N";"74° 11' 47"" O"
69070;Saint-Anicet;2 657;"45° 08' 21"" N";"74° 21' 38"" O"
69075;Dundee;368;"45° 00' 36"" N";"74° 24' 09"" O"
69802;Akwesasne;2 389;"45° 00' 03"" N";"74° 38' 55"" O"
70005;Saint-Urbain-Premier;1 284;"45° 13' 13"" N";"73° 44' 20"" O"
70012;Sainte-Martine;5 587;"45° 14' 56"" N";"73° 47' 52"" O"
70022;Beauharnois;13 266;"45° 18' 47"" N";"73° 52' 41"" O"
70030;Saint-Étienne-de-Beauharnois;909;"45° 14' 30"" N";"73° 55' 18"" O"
70035;Saint-Louis-de-Gonzague;1 605;"45° 12' 53"" N";"73° 59' 54"" O"
70040;Saint-Stanislas-de-Kostka;1 720;"45° 10' 37"" N";"74° 07' 43"" O"
70052;Salaberry-de-Valleyfield;41 697;"45° 15' 19"" N";"74° 07' 54"" O"
71005;Rivière-Beaudette;2 254;"45° 12' 55"" N";"74° 19' 18"" O"
71015;Saint-Télesphore;775;"45° 17' 35"" N";"74° 23' 31"" O"
71020;Saint-Polycarpe;2 307;"45° 18' 06"" N";"74° 18' 15"" O"
71025;Saint-Zotique;8 551;"45° 14' 29"" N";"74° 14' 58"" O"
71033;Les Coteaux;5 391;"45° 15' 39"" N";"74° 12' 14"" O"
71040;Coteau-du-Lac;7 102;"45° 17' 26"" N";"74° 10' 24"" O"
71045;Saint-Clet;1 792;"45° 21' 04"" N";"74° 13' 14"" O"
71050;Les Cèdres;6 975;"45° 18' 19"" N";"74° 03' 14"" O"
71055;Pointe-des-Cascades;1 676;"45° 19' 44"" N";"73° 58' 19"" O"
71060;L'Île-Perrot;11 129;"45° 23' 36"" N";"73° 57' 17"" O"
71065;Notre-Dame-de-l'Île-Perrot;11 002;"45° 20' 60"" N";"73° 54' 11"" O"
71070;Pincourt;14 881;"45° 21' 26"" N";"73° 58' 56"" O"
71075;Terrasse-Vaudreuil;1 974;"45° 23' 28"" N";"73° 59' 13"" O"
71083;Vaudreuil-Dorion;39 794;"45° 24' 13"" N";"74° 02' 12"" O"
71090;Vaudreuil-sur-le-Lac;1 354;"45° 25' 26"" N";"74° 02' 09"" O"
71095;L'Île-Cadieux;128;"45° 25' 46"" N";"74° 01' 35"" O"
71100;Hudson;5 210;"45° 27' 32"" N";"74° 08' 32"" O"
71105;Saint-Lazare;20 682;"45° 23' 57"" N";"74° 08' 28"" O"
71110;Sainte-Marthe;1 044;"45° 24' 26"" N";"74° 18' 11"" O"
71115;Sainte-Justine-de-Newton;957;"45° 22' 24"" N";"74° 24' 14"" O"
71125;Très-Saint-Rédempteur;962;"45° 26' 00"" N";"74° 23' 04"" O"
71133;Rigaud;7 903;"45° 28' 47"" N";"74° 17' 58"" O"
71140;Pointe-Fortune;574;"45° 33' 42"" N";"74° 22' 53"" O"
72005;Saint-Eustache;44 719;"45° 33' 27"" N";"73° 53' 18"" O"
72010;Deux-Montagnes;17 782;"45° 32' 29"" N";"73° 53' 35"" O"
72015;Sainte-Marthe-sur-le-Lac;19 235;"45° 31' 42"" N";"73° 55' 55"" O"
72020;Pointe-Calumet;6 504;"45° 30' 00"" N";"73° 58' 02"" O"
72025;Saint-Joseph-du-Lac;6 902;"45° 32' 03"" N";"74° 00' 26"" O"
72032;Oka;3 877;"45° 27' 35"" N";"74° 05' 24"" O"
72043;Saint-Placide;1 734;"45° 32' 01"" N";"74° 12' 21"" O"
72802;Kanesatake;1 673;"45° 29' 04"" N";"74° 07' 04"" O"
73005;Boisbriand;26 479;"45° 36' 45"" N";"73° 50' 18"" O"
73010;Sainte-Thérèse;26 251;"45° 38' 25"" N";"73° 50' 37"" O"
73015;Blainville;59 756;"45° 40' 46"" N";"73° 52' 26"" O"
73020;Rosemère;13 917;"45° 38' 19"" N";"73° 46' 60"" O"
73025;Lorraine;9 452;"45° 39' 34"" N";"73° 46' 33"" O"
73030;Bois-des-Filion;9 834;"45° 40' 11"" N";"73° 45' 19"" O"
73035;Sainte-Anne-des-Plaines;14 845;"45° 45' 35"" N";"73° 48' 56"" O"
74005;Mirabel;55 189;"45° 39' 51"" N";"74° 00' 07"" O"
75005;Saint-Colomban;16 784;"45° 44' 19"" N";"74° 08' 09"" O"
75017;Saint-Jérôme;77 476;"45° 46' 31"" N";"74° 00' 13"" O"
75028;Sainte-Sophie;16 758;"45° 49' 12"" N";"73° 53' 58"" O"
75040;Prévost;13 269;"45° 51' 29"" N";"74° 04' 12"" O"
75045;Saint-Hippolyte;9 640;"45° 55' 50"" N";"74° 01' 34"" O"
76008;Saint-André-d'Argenteuil;3 015;"45° 33' 35"" N";"74° 19' 56"" O"
76020;Lachute;13 153;"45° 39' 20"" N";"74° 20' 22"" O"
76025;Gore;1 945;"45° 45' 06"" N";"74° 15' 19"" O"
76030;Mille-Isles;1 605;"45° 48' 55"" N";"74° 13' 14"" O"
76035;Wentworth;554;"45° 45' 52"" N";"74° 22' 22"" O"
76043;Brownsburg-Chatham;7 291;"45° 40' 35"" N";"74° 24' 31"" O"
76052;Grenville-sur-la-Rouge;2 807;"45° 39' 04"" N";"74° 37' 58"" O"
76055;Grenville;1 762;"45° 37' 48"" N";"74° 36' 02"" O"
76065;Harrington;842;"45° 49' 42"" N";"74° 32' 53"" O"
77011;Estérel;198;"46° 02' 28"" N";"74° 00' 54"" O"
77012;Sainte-Marguerite-du-Lac-Masson;2 965;"46° 01' 56"" N";"74° 03' 24"" O"
77022;Sainte-Adèle;13 415;"45° 57' 20"" N";"74° 08' 22"" O"
77030;Piedmont;3 083;"45° 53' 56"" N";"74° 07' 55"" O"
77035;Sainte-Anne-des-Lacs;3 661;"45° 51' 38"" N";"74° 07' 41"" O"
77043;Saint-Sauveur;10 614;"45° 53' 46"" N";"74° 09' 13"" O"
77050;Morin-Heights;4 265;"45° 54' 24"" N";"74° 14' 02"" O"
77055;Lac-des-Seize-Îles;162;"45° 55' 29"" N";"74° 28' 16"" O"
77060;Wentworth-Nord;1 398;"45° 50' 51"" N";"74° 27' 28"" O"
77065;Saint-Adolphe-d'Howard;3 548;"45° 58' 11"" N";"74° 20' 09"" O"
78005;Val-Morin;2 932;"46° 00' 24"" N";"74° 11' 19"" O"
78010;Val-David;5 194;"46° 01' 54"" N";"74° 12' 20"" O"
78015;Lantier;870;"46° 08' 59"" N";"74° 15' 06"" O"
78020;Sainte-Lucie-des-Laurentides;1 361;"46° 07' 52"" N";"74° 10' 56"" O"
78032;Sainte-Agathe-des-Monts;10 636;"46° 02' 53"" N";"74° 17' 01"" O"
78042;Ivry-sur-le-Lac;379;"46° 04' 32"" N";"74° 20' 14"" O"
78047;Saint-Faustin--Lac-Carré;3 573;"46° 06' 51"" N";"74° 28' 54"" O"
78050;Barkmere;56;"46° 00' 05"" N";"74° 34' 25"" O"
78055;Montcalm;633;"45° 56' 41"" N";"74° 32' 49"" O"
78060;Arundel;555;"45° 57' 60"" N";"74° 36' 58"" O"
78065;Huberdeau;874;"45° 58' 31"" N";"74° 38' 05"" O"
78070;Amherst;1 478;"46° 00' 39"" N";"74° 45' 48"" O"
78075;Brébeuf;1 015;"46° 04' 28"" N";"74° 40' 21"" O"
78095;Lac-Supérieur;1 889;"46° 10' 59"" N";"74° 28' 29"" O"
78100;Val-des-Lacs;730;"46° 10' 53"" N";"74° 20' 33"" O"
78102;Mont-Tremblant;9 980;"46° 07' 05"" N";"74° 36' 01"" O"
78115;La Conception;1 311;"46° 09' 12"" N";"74° 41' 40"" O"
78120;Labelle;2 418;"46° 16' 46"" N";"74° 44' 06"" O"
78127;Lac-Tremblant-Nord;42;"46° 15' 04"" N";"74° 39' 05"" O"
78130;La Minerve;1 232;"46° 15' 22"" N";"74° 56' 12"" O"
78802;Doncaster;0;"46° 08' 03"" N";"74° 09' 27"" O"
79005;Notre-Dame-du-Laus;1 589;"46° 05' 16"" N";"75° 37' 17"" O"
79010;Notre-Dame-de-Pontmain;790;"46° 17' 11"" N";"75° 38' 01"" O"
79015;Lac-du-Cerf;451;"46° 18' 10"" N";"75° 29' 49"" O"
79022;Saint-Aimé-du-Lac-des-Îles;761;"46° 24' 11"" N";"75° 31' 40"" O"
79025;Kiamika;784;"46° 25' 06"" N";"75° 22' 52"" O"
79030;Nominingue;2 089;"46° 23' 28"" N";"75° 01' 41"" O"
79037;Rivière-Rouge;4 419;"46° 24' 33"" N";"74° 52' 13"" O"
79047;La Macaza;1 100;"46° 22' 16"" N";"74° 46' 21"" O"
79050;L'Ascension;818;"46° 33' 08"" N";"74° 49' 45"" O"
79060;Lac-Saguay;449;"46° 29' 50"" N";"75° 08' 37"" O"
79065;Chute-Saint-Philippe;937;"46° 38' 59"" N";"75° 14' 42"" O"
79078;Lac-des-Écorces;2 787;"46° 33' 24"" N";"75° 20' 51"" O"
79088;Mont-Laurier;14 164;"46° 32' 46"" N";"75° 30' 11"" O"
79097;Ferme-Neuve;2 727;"46° 42' 02"" N";"75° 27' 10"" O"
79105;Lac-Saint-Paul;480;"46° 43' 57"" N";"75° 18' 38"" O"
79110;Mont-Saint-Michel;607;"46° 46' 50"" N";"75° 20' 08"" O"
79115;Sainte-Anne-du-Lac;545;"46° 52' 38"" N";"75° 19' 29"" O"
79902;Lac-de-la-Pomme;0;"47° 11' 14"" N";"74° 30' 49"" O"
79904;Lac-Akonapwehikan;0;"47° 29' 34"" N";"74° 27' 56"" O"
79906;Lac-Wagwabika;0;"47° 36' 29"" N";"74° 39' 24"" O"
79910;Lac-Bazinet;0;"47° 31' 49"" N";"74° 53' 21"" O"
79912;Lac-De La Bidière;0;"47° 22' 43"" N";"74° 58' 27"" O"
79914;Lac-Oscar;0;"47° 10' 40"" N";"75° 02' 08"" O"
79916;Lac-de-la-Maison-de-Pierre;0;"46° 50' 20"" N";"74° 36' 04"" O"
79920;Baie-des-Chaloupes;0;"46° 36' 22"" N";"74° 38' 37"" O"
