Code géographique 1991;Nom de la municipalité;Population estimée;Latitude;Longitude
79922;Lac-Douaire;5;"47° 00' 09"" N";"75° 22' 25"" O"
79924;Lac-Ernest;0;"46° 14' 53"" N";"75° 12' 48"" O"
79926;Lac-Marguerite;0;"47° 00' 42"" N";"75° 56' 27"" O"
80005;Fassett;452;"45° 38' 45"" N";"74° 52' 09"" O"
80010;Montebello;978;"45° 38' 60"" N";"74° 56' 22"" O"
80015;Notre-Dame-de-Bonsecours;303;"45° 40' 14"" N";"74° 59' 01"" O"
80020;Notre-Dame-de-la-Paix;647;"45° 48' 32"" N";"74° 57' 55"" O"
80027;Saint-André-Avellin;3 712;"45° 43' 30"" N";"75° 03' 15"" O"
80037;Papineauville;2 099;"45° 37' 09"" N";"75° 01' 05"" O"
80045;Plaisance;1 105;"45° 36' 26"" N";"75° 06' 44"" O"
80050;Thurso;2 842;"45° 35' 58"" N";"75° 14' 35"" O"
80055;Lochaber;420;"45° 37' 47"" N";"75° 11' 51"" O"
80060;Lochaber-Partie-Ouest;866;"45° 36' 04"" N";"75° 18' 32"" O"
80065;Mayo;632;"45° 39' 47"" N";"75° 20' 39"" O"
80070;Saint-Sixte;480;"45° 41' 58"" N";"75° 12' 30"" O"
80078;Ripon;1 603;"45° 46' 57"" N";"75° 06' 06"" O"
80085;Mulgrave-et-Derry;366;"45° 46' 49"" N";"75° 21' 58"" O"
80090;Montpellier;1 017;"45° 51' 15"" N";"75° 09' 54"" O"
80095;Lac-Simon;971;"45° 54' 28"" N";"75° 05' 37"" O"
80103;Chénéville;769;"45° 53' 02"" N";"75° 03' 17"" O"
80110;Namur;574;"45° 53' 43"" N";"74° 55' 42"" O"
80115;Boileau;337;"45° 54' 03"" N";"74° 46' 30"" O"
80125;Saint-Émile-de-Suffolk;476;"45° 55' 30"" N";"74° 54' 48"" O"
80130;Lac-des-Plages;439;"45° 59' 52"" N";"74° 53' 12"" O"
80135;Duhamel;431;"46° 01' 30"" N";"75° 04' 45"" O"
80140;Val-des-Bois;854;"45° 54' 56"" N";"75° 35' 33"" O"
80145;Bowman;657;"45° 52' 50"" N";"75° 38' 07"" O"
81017;Gatineau;282 596;"45° 25' 40"" N";"75° 42' 40"" O"
82005;L'Ange-Gardien;5 696;"45° 36' 35"" N";"75° 23' 43"" O"
82010;Notre-Dame-de-la-Salette;764;"45° 45' 59"" N";"75° 34' 58"" O"
82015;Val-des-Monts;12 054;"45° 39' 54"" N";"75° 44' 03"" O"
82020;Cantley;11 089;"45° 33' 03"" N";"75° 47' 02"" O"
82025;Chelsea;6 973;"45° 30' 15"" N";"75° 47' 40"" O"
82030;Pontiac;5 900;"45° 31' 43"" N";"76° 00' 05"" O"
82035;La Pêche;8 036;"45° 38' 31"" N";"76° 02' 18"" O"
83005;Denholm;496;"45° 48' 43"" N";"75° 45' 39"" O"
83010;Low;1 026;"45° 48' 34"" N";"75° 56' 56"" O"
83015;Kazabazua;970;"45° 57' 03"" N";"76° 00' 46"" O"
83020;Lac-Sainte-Marie;586;"45° 56' 58"" N";"75° 56' 44"" O"
83032;Gracefield;2 423;"46° 04' 54"" N";"76° 03' 37"" O"
83040;Cayamant;814;"46° 08' 09"" N";"76° 14' 44"" O"
83045;Blue Sea;635;"46° 10' 57"" N";"76° 03' 34"" O"
83050;Bouchette;690;"46° 12' 10"" N";"75° 57' 27"" O"
83055;Sainte-Thérèse-de-la-Gatineau;552;"46° 18' 06"" N";"75° 52' 01"" O"
83060;Messines;1 598;"46° 14' 30"" N";"76° 01' 18"" O"
83065;Maniwaki;3 831;"46° 22' 28"" N";"75° 58' 55"" O"
83070;Déléage;1 861;"46° 22' 58"" N";"75° 55' 53"" O"
83075;Egan-Sud;506;"46° 24' 34"" N";"75° 58' 56"" O"
83085;Bois-Franc;417;"46° 30' 09"" N";"75° 58' 52"" O"
83088;Montcerf-Lytton;632;"46° 32' 21"" N";"76° 02' 34"" O"
83090;Aumond;751;"46° 28' 01"" N";"75° 53' 48"" O"
83095;Grand-Remous;1 168;"46° 36' 27"" N";"75° 54' 12"" O"
83802;Kitigan Zibi;1 204;"46° 22' 08"" N";"75° 58' 28"" O"
83804;Lac-Rapide;329;"47° 15' 22"" N";"76° 42' 27"" O"
83902;Lac-Pythonga;0;"46° 55' 13"" N";"76° 31' 54"" O"
83904;Cascades-Malignes;0;"46° 49' 27"" N";"76° 02' 16"" O"
83906;Lac-Lenôtre;0;"47° 27' 40"" N";"75° 59' 24"" O"
83908;Lac-Moselle;0;"47° 34' 17"" N";"75° 41' 36"" O"
83912;Dépôt-Échouani;0;"47° 42' 22"" N";"75° 33' 07"" O"
84005;Bristol;1 022;"45° 31' 55"" N";"76° 22' 29"" O"
84010;Shawville;1 572;"45° 36' 13"" N";"76° 29' 30"" O"
84015;Clarendon;1 250;"45° 35' 54"" N";"76° 29' 29"" O"
84020;Portage-du-Fort;215;"45° 35' 33"" N";"76° 39' 57"" O"
84025;Bryson;698;"45° 40' 41"" N";"76° 37' 21"" O"
84030;Campbell's Bay;731;"45° 43' 59"" N";"76° 35' 45"" O"
84035;L'Île-du-Grand-Calumet;641;"45° 43' 08"" N";"76° 36' 41"" O"
84040;Litchfield;458;"45° 47' 31"" N";"76° 37' 19"" O"
84045;Thorne;461;"45° 45' 42"" N";"76° 23' 07"" O"
84050;Alleyn-et-Cawood;167;"45° 55' 31"" N";"76° 09' 30"" O"
84055;Otter Lake;932;"45° 51' 08"" N";"76° 25' 59"" O"
84060;Fort-Coulonge;1 404;"45° 50' 24"" N";"76° 44' 02"" O"
84065;Mansfield-et-Pontefract;2 334;"45° 51' 40"" N";"76° 44' 21"" O"
84070;Waltham;376;"45° 54' 36"" N";"76° 54' 44"" O"
84082;L'Isle-aux-Allumettes;1 323;"45° 54' 38"" N";"77° 04' 22"" O"
84090;Chichester;347;"45° 56' 02"" N";"77° 07' 10"" O"
84095;Sheenboro;117;"45° 58' 10"" N";"77° 13' 55"" O"
84100;Rapides-des-Joachims;150;"46° 11' 52"" N";"77° 41' 22"" O"
84902;Lac-Nilgaut;5;"46° 38' 50"" N";"77° 10' 07"" O"
85005;Témiscaming;2 408;"46° 43' 20"" N";"79° 05' 34"" O"
85010;Kipawa;500;"46° 44' 56"" N";"79° 03' 03"" O"
85015;Saint-Édouard-de-Fabre;621;"47° 11' 53"" N";"79° 22' 00"" O"
85020;Béarn;711;"47° 17' 35"" N";"79° 19' 33"" O"
85025;Ville-Marie;2 553;"47° 19' 44"" N";"79° 26' 15"" O"
85030;Duhamel-Ouest;874;"47° 18' 50"" N";"79° 26' 14"" O"
85037;Lorrainville;1 248;"47° 21' 10"" N";"79° 21' 11"" O"
85045;Saint-Bruno-de-Guigues;1 140;"47° 27' 50"" N";"79° 26' 17"" O"
85052;Laverlochère-Angliers;975;"47° 25' 33"" N";"79° 18' 33"" O"
85055;Fugèreville;331;"47° 23' 49"" N";"79° 12' 01"" O"
85060;Latulipe-et-Gaboury;292;"47° 25' 40"" N";"79° 01' 55"" O"
85065;Belleterre;305;"47° 23' 21"" N";"78° 42' 12"" O"
85070;Laforce;238;"47° 32' 11"" N";"78° 43' 36"" O"
85075;Moffet;195;"47° 32' 34"" N";"78° 57' 06"" O"
85085;Saint-Eugène-de-Guigues;474;"47° 30' 42"" N";"79° 21' 10"" O"
85090;Notre-Dame-du-Nord;1 028;"47° 35' 54"" N";"79° 28' 55"" O"
85095;Guérin;324;"47° 39' 27"" N";"79° 19' 00"" O"
85100;Nédélec;341;"47° 41' 30"" N";"79° 25' 37"" O"
85105;Rémigny;270;"47° 45' 44"" N";"79° 12' 32"" O"
85802;Kebaowek;281;"46° 47' 09"" N";"78° 59' 01"" O"
85803;Hunter's Point;10;"46° 59' 37"" N";"78° 48' 14"" O"
85804;Winneway;108;"47° 34' 53"" N";"78° 34' 24"" O"
85806;Timiskaming;524;"47° 36' 26"" N";"79° 28' 15"" O"
85905;Laniel;80;"47° 00' 48"" N";"79° 12' 21"" O"
85907;Les Lacs-du-Témiscamingue;15;"46° 58' 10"" N";"78° 15' 35"" O"
86042;Rouyn-Noranda;42 889;"48° 14' 15"" N";"79° 01' 02"" O"
87005;Duparquet;688;"48° 30' 22"" N";"79° 13' 49"" O"
87010;Rapide-Danseur;338;"48° 33' 03"" N";"79° 18' 05"" O"
87015;Roquemaure;405;"48° 36' 17"" N";"79° 24' 14"" O"
87020;Gallichan;484;"48° 36' 11"" N";"79° 17' 56"" O"
87025;Palmarolle;1 414;"48° 39' 38"" N";"79° 12' 03"" O"
87030;Sainte-Germaine-Boulé;976;"48° 36' 13"" N";"79° 06' 54"" O"
87035;Poularies;700;"48° 39' 44"" N";"78° 59' 05"" O"
87042;Taschereau;946;"48° 39' 45"" N";"78° 41' 02"" O"
87050;Authier;279;"48° 43' 47"" N";"78° 51' 25"" O"
87058;Macamic;2 733;"48° 45' 18"" N";"79° 00' 06"" O"
87070;Sainte-Hélène-de-Mancebourg;382;"48° 44' 58"" N";"79° 17' 50"" O"
87075;Clerval;371;"48° 44' 57"" N";"79° 26' 17"" O"
87080;La Reine;343;"48° 52' 06"" N";"79° 30' 21"" O"
87085;Dupuy;920;"48° 49' 44"" N";"79° 21' 27"" O"
87090;La Sarre;7 287;"48° 48' 25"" N";"79° 12' 17"" O"
87095;Chazel;291;"48° 51' 51"" N";"79° 03' 18"" O"
87100;Authier-Nord;291;"48° 50' 19"" N";"78° 51' 42"" O"
87105;Val-Saint-Gilles;165;"48° 58' 54"" N";"79° 07' 10"" O"
87110;Clermont;496;"48° 55' 22"" N";"79° 15' 17"" O"
87115;Normétal;796;"48° 59' 42"" N";"79° 21' 47"" O"
87120;Saint-Lambert;195;"48° 57' 11"" N";"79° 27' 31"" O"
87902;Lac-Duparquet;0;"48° 28' 01"" N";"79° 24' 31"" O"
87904;Rivière-Ojima;89;"48° 48' 27"" N";"78° 41' 45"" O"
88005;Champneuf;127;"48° 35' 18"" N";"77° 29' 54"" O"
88010;Rochebaucourt;130;"48° 40' 33"" N";"77° 29' 48"" O"
88015;La Morandière;211;"48° 36' 57"" N";"77° 38' 15"" O"
88022;Barraute;1 989;"48° 26' 18"" N";"77° 37' 59"" O"
88030;La Corne;746;"48° 21' 27"" N";"77° 59' 48"" O"
88035;Landrienne;948;"48° 32' 50"" N";"77° 56' 57"" O"
88040;Saint-Marc-de-Figuery;845;"48° 28' 26"" N";"78° 02' 51"" O"
88045;La Motte;451;"48° 19' 41"" N";"78° 06' 37"" O"
88050;Saint-Mathieu-d'Harricana;771;"48° 28' 23"" N";"78° 08' 23"" O"
88055;Amos;12 865;"48° 33' 53"" N";"78° 06' 45"" O"
88060;Saint-Félix-de-Dalquier;932;"48° 40' 24"" N";"78° 06' 32"" O"
88065;Saint-Dominique-du-Rosaire;440;"48° 45' 50"" N";"78° 06' 53"" O"
88070;Berry;544;"48° 43' 09"" N";"78° 15' 14"" O"
88075;Trécesson;1 242;"48° 37' 42"" N";"78° 21' 42"" O"
88080;Launay;224;"48° 38' 38"" N";"78° 31' 54"" O"
88085;Sainte-Gertrude-Manneville;790;"48° 31' 05"" N";"78° 18' 32"" O"
88090;Preissac;873;"48° 24' 28"" N";"78° 21' 59"" O"
88802;Pikogan;542;"48° 35' 51"" N";"78° 07' 12"" O"
88902;Lac-Despinassy;10;"48° 48' 50"" N";"77° 27' 07"" O"
88904;Lac-Chicobi;138;"48° 46' 42"" N";"78° 30' 32"" O"
89008;Val-d'Or;32 788;"48° 06' 07"" N";"77° 47' 22"" O"
89010;Rivière-Héva;1 458;"48° 14' 16"" N";"78° 12' 60"" O"
89015;Malartic;3 247;"48° 08' 11"" N";"78° 07' 39"" O"
89040;Senneterre;2 790;"48° 23' 25"" N";"77° 14' 26"" O"
89045;Senneterre;1 166;"48° 21' 01"" N";"77° 16' 42"" O"
89050;Belcourt;219;"48° 24' 02"" N";"77° 21' 17"" O"
89802;Kitcisakik;264;"47° 32' 24"" N";"77° 27' 31"" O"
89804;Lac-Simon;1 434;"48° 03' 29"" N";"77° 21' 12"" O"
89902;Matchi-Manitou;0;"47° 55' 09"" N";"76° 45' 15"" O"
89908;Lac-Metei;0;"47° 49' 03"" N";"76° 49' 47"" O"
89910;Réservoir-Dozois;0;"47° 29' 31"" N";"77° 11' 19"" O"
89912;Lac-Granet;0;"47° 47' 07"" N";"77° 28' 03"" O"
90012;La Tuque;10 988;"47° 26' 27"" N";"72° 46' 53"" O"
90017;La Bostonnais;618;"47° 31' 17"" N";"72° 40' 58"" O"
90027;Lac-Édouard;184;"47° 39' 35"" N";"72° 16' 18"" O"
90801;Coucoucache;0;"47° 45' 08"" N";"73° 13' 53"" O"
90802;Wemotaci;1 262;"47° 54' 10"" N";"73° 47' 08"" O"
90804;Obedjiwan;2 035;"48° 39' 29"" N";"74° 56' 16"" O"
91005;Lac-Bouchette;1 159;"48° 15' 28"" N";"72° 11' 06"" O"
91010;Saint-André-du-Lac-Saint-Jean;476;"48° 18' 55"" N";"71° 59' 17"" O"
91015;Saint-François-de-Sales;638;"48° 19' 42"" N";"72° 07' 57"" O"
91020;Chambord;1 752;"48° 25' 47"" N";"72° 03' 46"" O"
91025;Roberval;9 914;"48° 31' 06"" N";"72° 13' 20"" O"
91030;Sainte-Hedwidge;866;"48° 28' 55"" N";"72° 21' 43"" O"
91035;Saint-Prime;2 728;"48° 35' 35"" N";"72° 20' 11"" O"
91042;Saint-Félicien;10 217;"48° 39' 10"" N";"72° 26' 48"" O"
91050;La Doré;1 386;"48° 42' 50"" N";"72° 38' 58"" O"
91802;Mashteuiatsh;1 981;"48° 34' 38"" N";"72° 13' 46"" O"
91902;Lac-Ashuapmushuan;36;"48° 56' 51"" N";"73° 25' 34"" O"
92005;Saint-Augustin;347;"48° 48' 18"" N";"71° 56' 34"" O"
92010;Péribonka;496;"48° 45' 57"" N";"72° 02' 59"" O"
92015;Sainte-Jeanne-d'Arc;1 049;"48° 51' 28"" N";"72° 05' 35"" O"
92022;Dolbeau-Mistassini;14 130;"48° 52' 35"" N";"72° 13' 33"" O"
92030;Albanel;2 246;"48° 52' 59"" N";"72° 26' 30"" O"
92040;Normandin;3 048;"48° 50' 09"" N";"72° 31' 46"" O"
92045;Saint-Thomas-Didyme;676;"48° 54' 30"" N";"72° 39' 55"" O"
92050;Saint-Edmond-les-Plaines;372;"48° 54' 19"" N";"72° 33' 04"" O"
92055;Girardville;1 016;"49° 00' 10"" N";"72° 32' 49"" O"
92060;Notre-Dame-de-Lorette;183;"49° 04' 41"" N";"72° 21' 29"" O"
92065;Saint-Eugène-d'Argentenay;467;"48° 58' 40"" N";"72° 17' 10"" O"
92070;Saint-Stanislas;369;"49° 00' 19"" N";"72° 10' 37"" O"
92902;Passes-Dangereuses;185;"50° 21' 18"" N";"71° 35' 29"" O"
92904;Rivière-Mistassini;50;"49° 59' 04"" N";"72° 50' 27"" O"
93005;Desbiens;1 035;"48° 25' 06"" N";"71° 57' 01"" O"
93012;Métabetchouan--Lac-à-la-Croix;3 909;"48° 25' 41"" N";"71° 52' 18"" O"
93020;Hébertville;2 566;"48° 23' 41"" N";"71° 40' 40"" O"
93025;Hébertville-Station;1 314;"48° 26' 38"" N";"71° 39' 49"" O"
93030;Saint-Bruno;2 936;"48° 28' 14"" N";"71° 39' 10"" O"
93035;Saint-Gédéon;2 154;"48° 29' 43"" N";"71° 46' 31"" O"
93042;Alma;30 711;"48° 32' 59"" N";"71° 39' 12"" O"
93045;Saint-Nazaire;2 039;"48° 35' 17"" N";"71° 33' 00"" O"
93055;Labrecque;1 322;"48° 40' 30"" N";"71° 31' 29"" O"
93060;Lamarche;500;"48° 47' 27"" N";"71° 25' 35"" O"
93065;L'Ascension-de-Notre-Seigneur;2 011;"48° 41' 31"" N";"71° 40' 13"" O"
93070;Saint-Henri-de-Taillon;870;"48° 39' 51"" N";"71° 49' 24"" O"
93075;Sainte-Monique;868;"48° 44' 33"" N";"71° 51' 01"" O"
93080;Saint-Ludger-de-Milot;640;"48° 53' 49"" N";"71° 49' 17"" O"
93902;Mont-Apica;0;"47° 58' 22"" N";"71° 24' 32"" O"
93904;Lac-Moncouche;0;"47° 58' 26"" N";"71° 45' 53"" O"
93906;Lac-Achouakan;0;"48° 04' 23"" N";"71° 35' 02"" O"
93908;Belle-Rivière;0;"48° 08' 31"" N";"71° 49' 43"" O"
94068;Saguenay;146 519;"48° 25' 40"" N";"71° 03' 46"" O"
94205;Petit-Saguenay;633;"48° 12' 58"" N";"70° 04' 39"" O"
94210;L'Anse-Saint-Jean;1 212;"48° 14' 02"" N";"70° 12' 23"" O"
94215;Rivière-Éternité;422;"48° 15' 19"" N";"70° 24' 50"" O"
94220;Ferland-et-Boilleau;551;"48° 10' 54"" N";"70° 50' 44"" O"
94225;Saint-Félix-d'Otis;994;"48° 16' 21"" N";"70° 37' 28"" O"
94230;Sainte-Rose-du-Nord;425;"48° 23' 18"" N";"70° 35' 06"" O"
94235;Saint-Fulgence;2 120;"48° 26' 60"" N";"70° 54' 09"" O"
94240;Saint-Honoré;6 012;"48° 32' 05"" N";"71° 05' 11"" O"
94245;Saint-David-de-Falardeau;2 864;"48° 37' 14"" N";"71° 06' 40"" O"
94250;Bégin;823;"48° 40' 33"" N";"71° 21' 36"" O"
94255;Saint-Ambroise;3 868;"48° 33' 14"" N";"71° 19' 18"" O"
94260;Saint-Charles-de-Bourget;766;"48° 31' 03"" N";"71° 23' 52"" O"
94265;Larouche;1 534;"48° 26' 53"" N";"71° 31' 56"" O"
94926;Lalemant;0;"48° 03' 15"" N";"70° 38' 09"" O"
94928;Lac-Ministuk;1;"48° 09' 47"" N";"71° 15' 03"" O"
94930;Mont-Valin;0;"50° 29' 15"" N";"70° 41' 33"" O"
95005;Tadoussac;781;"48° 08' 36"" N";"69° 43' 08"" O"
95010;Sacré-Coeur;1 802;"48° 13' 59"" N";"69° 48' 04"" O"
95018;Les Bergeronnes;648;"48° 14' 34"" N";"69° 32' 44"" O"
95025;Les Escoumins;1 845;"48° 21' 05"" N";"69° 24' 27"" O"
95032;Longue-Rive;967;"48° 33' 59"" N";"69° 14' 03"" O"
95040;Portneuf-sur-Mer;622;"48° 37' 05"" N";"69° 06' 06"" O"
95045;Forestville;2 971;"48° 44' 18"" N";"69° 04' 37"" O"
95050;Colombier;663;"48° 52' 20"" N";"68° 50' 50"" O"
95802;Essipit;289;"48° 20' 36"" N";"69° 23' 55"" O"
95902;Lac-au-Brochet;5;"49° 08' 53"" N";"69° 29' 04"" O"
96005;Baie-Trinité;382;"49° 24' 56"" N";"67° 18' 36"" O"
96010;Godbout;251;"49° 19' 28"" N";"67° 35' 32"" O"
96015;Franquelin;300;"49° 17' 36"" N";"67° 53' 36"" O"
96020;Baie-Comeau;21 195;"49° 13' 15"" N";"68° 08' 57"" O"
96025;Pointe-Lebel;1 888;"49° 09' 36"" N";"68° 14' 54"" O"
96030;Pointe-aux-Outardes;1 326;"49° 04' 47"" N";"68° 24' 05"" O"
96035;Chute-aux-Outardes;1 506;"49° 07' 24"" N";"68° 23' 26"" O"
96040;Ragueneau;1 322;"49° 04' 26"" N";"68° 27' 56"" O"
96802;Pessamit;2 282;"48° 56' 18"" N";"68° 38' 17"" O"
96902;Rivière-aux-Outardes;88;"50° 21' 59"" N";"68° 45' 57"" O"
97007;Sept-Îles;25 255;"50° 12' 35"" N";"66° 23' 07"" O"
97022;Port-Cartier;6 629;"50° 01' 08"" N";"66° 52' 32"" O"
97035;Fermont;2 386;"52° 47' 51"" N";"67° 05' 25"" O"
97040;Schefferville;155;"54° 48' 02"" N";"66° 49' 16"" O"
97802;Uashat;1 604;"50° 13' 16"" N";"66° 24' 11"" O"
97804;Maliotenam;1 509;"50° 12' 50"" N";"66° 11' 55"" O"
97806;Kawawachikamach;630;"54° 51' 45"" N";"66° 45' 37"" O"
97808;Matimekosh;606;"54° 48' 19"" N";"66° 48' 45"" O"
97810;Lac-John;32;"54° 48' 46"" N";"66° 47' 05"" O"
97902;Rivière-Nipissis;0;"51° 22' 22"" N";"65° 58' 16"" O"
97904;Lac-Walker;100;"50° 47' 22"" N";"67° 02' 05"" O"
97906;Rivière-Mouchalagane;5;"52° 16' 37"" N";"68° 12' 59"" O"
97908;Caniapiscau;0;"53° 56' 55"" N";"68° 34' 04"" O"
97912;Lac-Juillet;0;"54° 51' 51"" N";"64° 14' 34"" O"
97914;Lac-Vacher;0;"54° 52' 45"" N";"66° 53' 27"" O"
98005;Blanc-Sablon;1 088;"51° 25' 03"" N";"57° 11' 07"" O"
98010;Bonne-Espérance;664;"51° 28' 32"" N";"57° 42' 24"" O"
98012;Saint-Augustin;431;"51° 13' 55"" N";"58° 38' 26"" O"
98014;Gros-Mécatina;432;"50° 48' 27"" N";"58° 59' 23"" O"
98015;Côte-Nord-du-Golfe-du-Saint-Laurent;838;"50° 28' 07"" N";"59° 36' 58"" O"
98020;L'Île-d'Anticosti;197;"49° 49' 08"" N";"64° 20' 53"" O"
98025;Natashquan;269;"50° 11' 10"" N";"61° 49' 20"" O"
98030;Aguanish;243;"50° 13' 40"" N";"62° 02' 18"" O"
98035;Baie-Johan-Beetz;85;"50° 18' 08"" N";"62° 45' 53"" O"
98040;Havre-Saint-Pierre;3 387;"50° 14' 42"" N";"63° 35' 49"" O"
98045;Longue-Pointe-de-Mingan;434;"50° 16' 10"" N";"64° 08' 34"" O"
98050;Rivière-Saint-Jean;218;"50° 17' 23"" N";"64° 20' 18"" O"
98055;Rivière-au-Tonnerre;268;"50° 16' 34"" N";"64° 46' 31"" O"
98802;Pakuashipi;229;"51° 13' 33"" N";"58° 40' 14"" O"
98804;La Romaine;983;"50° 12' 57"" N";"60° 40' 08"" O"
98806;Nutashkuan;853;"50° 08' 02"" N";"61° 48' 14"" O"
98808;Mingan;550;"50° 17' 29"" N";"64° 01' 46"" O"
98904;Lac-Jérôme;0;"51° 30' 35"" N";"63° 31' 17"" O"
98912;Petit-Mécatina;0;"51° 33' 18"" N";"59° 41' 58"" O"
99005;Lebel-sur-Quévillon;2 210;"49° 03' 09"" N";"76° 58' 34"" O"
99010;Waswanipi;0;"49° 43' 28"" N";"75° 58' 27"" O"
99015;Matagami;1 435;"49° 45' 30"" N";"77° 37' 18"" O"
99020;Chapais;1 630;"49° 46' 54"" N";"74° 51' 13"" O"
99025;Chibougamau;7 586;"49° 54' 48"" N";"74° 22' 07"" O"
99030;Mistissini;0;"50° 19' 32"" N";"74° 01' 06"" O"
99035;Waskaganish;0;"51° 11' 51"" N";"78° 46' 36"" O"
99040;Nemaska;0;"51° 42' 57"" N";"76° 20' 27"" O"
99045;Eastmain;0;"52° 08' 35"" N";"78° 05' 02"" O"
99050;Wemindji;0;"52° 58' 09"" N";"78° 37' 24"" O"
99055;Chisasibi;0;"53° 36' 31"" N";"78° 21' 23"" O"
99060;Gouvernement régional d'Eeyou Istchee Baie-James;1 066;"52° 13' 35"" N";"75° 00' 51"" O"
99065;Kawawachikamach;0;"55° 11' 27"" N";"66° 52' 20"" O"
99070;Whapmagoostui;0;"55° 14' 43"" N";"77° 44' 32"" O"
99075;Kuujjuarapik;707;"55° 16' 24"" N";"77° 45' 37"" O"
99080;Umiujaq;470;"56° 32' 10"" N";"76° 31' 06"" O"
99085;Inukjuak;1 839;"58° 28' 18"" N";"78° 04' 39"" O"
99090;Kangiqsualujjuaq;989;"58° 42' 41"" N";"65° 59' 34"" O"
99095;Kuujjuaq;2 786;"58° 06' 27"" N";"68° 24' 13"" O"
99100;Tasiujaq;389;"58° 40' 46"" N";"69° 52' 48"" O"
99105;Aupaluk;216;"59° 18' 13"" N";"69° 35' 59"" O"
99110;Kangirsuk;585;"60° 01' 09"" N";"70° 01' 40"" O"
99115;Quaqtaq;424;"61° 02' 45"" N";"69° 37' 06"" O"
99120;Puvirnituq;1 872;"60° 03' 02"" N";"77° 17' 14"" O"
99125;Akulivik;664;"60° 49' 07"" N";"78° 08' 55"" O"
99130;Kangiqsujuaq;790;"61° 35' 55"" N";"71° 57' 14"" O"
99135;Salluit;1 596;"62° 12' 07"" N";"75° 38' 28"" O"
99140;Ivujivik;450;"62° 25' 03"" N";"77° 55' 32"" O"
99802;Waswanipi;1 783;"49° 42' 08"" N";"75° 57' 26"" O"
99804;Mistissini;3 662;"50° 24' 54"" N";"73° 51' 52"" O"
99806;Waskaganish;2 256;"51° 29' 15"" N";"78° 45' 00"" O"
99808;Nemaska;810;"51° 41' 30"" N";"76° 15' 02"" O"
99810;Eastmain;931;"52° 13' 33"" N";"78° 31' 21"" O"
99812;Wemindji;1 486;"53° 00' 15"" N";"78° 48' 28"" O"
99814;Chisasibi;5 115;"53° 39' 19"" N";"78° 47' 52"" O"
99816;Whapmagoostui;1 021;"55° 12' 02"" N";"77° 20' 45"" O"
99818;Oujé-Bougoumou;790;"49° 55' 26"" N";"74° 49' 15"" O"
99877;Kuujjuarapik;0;"56° 16' 60"" N";"76° 30' 48"" O"
99878;Umiujaq;0;"56° 27' 48"" N";"76° 29' 08"" O"
99879;Inukjuak;0;"58° 35' 22"" N";"78° 16' 33"" O"
99883;Akulivik;0;"60° 53' 24"" N";"77° 46' 05"" O"
99885;Ivujivik;0;"62° 24' 26"" N";"77° 40' 21"" O"
99887;Salluit;0;"62° 07' 52"" N";"75° 38' 18"" O"
99888;Kangiqsujuaq;0;"61° 33' 08"" N";"72° 05' 53"" O"
99889;Quaqtaq;0;"60° 53' 10"" N";"69° 34' 23"" O"
99890;Kangirsuk;0;"60° 04' 41"" N";"70° 11' 31"" O"
99891;Aupaluk;0;"59° 10' 53"" N";"69° 59' 29"" O"
99892;Tasiujaq;0;"58° 40' 04"" N";"69° 57' 23"" O"
99893;Kuujjuaq;0;"58° 19' 50"" N";"68° 19' 05"" O"
99894;Kangiqsualujjuaq;0;"58° 43' 19"" N";"65° 50' 12"" O"
99902;Rivière-Koksoak;0;"58° 19' 02"" N";"69° 23' 31"" O"
99904;Baie-d'Hudson;0;"58° 43' 22"" N";"76° 02' 30"" O"
99910;Toponyme à venir;0;"50° 10' 29"" N";"76° 17' 25"" O"
99914;Toponyme à venir;0;"51° 41' 04"" N";"73° 17' 06"" O"
99916;Toponyme à venir;0;"51° 07' 46"" N";"78° 19' 52"" O"
99918;Toponyme à venir;0;"51° 49' 41"" N";"75° 44' 20"" O"
99920;Toponyme à venir;0;"52° 11' 49"" N";"77° 31' 24"" O"
99922;Toponyme à venir;0;"52° 55' 32"" N";"78° 05' 14"" O"
99924;Toponyme à venir;0;"54° 17' 35"" N";"78° 06' 60"" O"
